,Link,Text,Label,sources,translated
16,https://t.me/nrpublic/16334,"Шольц провів телефонну розмову із Зеленським, висловив солідарність із Україною",True,t.me/nrpublic,"Scholz held a telephone conversation with Zelenskyi, expressed solidarity with Ukraine"
17,https://t.me/nrpublic/16335,Путін сподівається на підтримку росіян у війні з Україною,True,t.me/nrpublic,Putin hopes for Russian support in the war with Ukraine
18,https://t.me/nrpublic/16336,Оновлена ​​карта атакованих міст в Україні,True,t.me/nrpublic,Updated map of attacked cities in Ukraine
19,https://t.me/nrpublic/16338,"Українські військові стверджують, що збили 5 літаків та 1 вертоліт у Луганській області.",True,t.me/nrpublic,The Ukrainian military claims to have shot down 5 planes and 1 helicopter in the Luhansk region.
20,https://t.me/nrpublic/16345,На всій території України введено військовий стан,True,t.me/nrpublic,Martial law has been imposed on the entire territory of Ukraine
21,https://t.me/nrpublic/16348,"Українські ЗМІ повідомляють, що київське метро пускає всіх безкоштовно, станції використовують як бомбосховища",True,t.me/nrpublic,"Ukrainian mass media report that the Kyiv subway lets everyone in for free, and the stations are used as bomb shelters"
22,https://t.me/nrpublic/16350,Німеччина закликала Росію негайно зупинити військову операцію проти України,True,t.me/nrpublic,Germany called on Russia to immediately stop the military operation against Ukraine
23,https://t.me/nrpublic/16367,"МЗС Польщі закликало всіх польських громадян, які перебувають в Україні, терміново залишити країну",True,t.me/nrpublic,The Ministry of Foreign Affairs of Poland called on all Polish citizens in Ukraine to leave the country immediately
24,https://t.me/nrpublic/16372,Підтверджуються перші жертви серед мирного населення України,True,t.me/nrpublic,The first victims among the civilian population of Ukraine are confirmed
25,https://t.me/nrpublic/16396,МВС України повідомляє про загибель прикордонника у населеному пункті Преображенка у Херсонській області.,True,t.me/nrpublic,The Ministry of Internal Affairs of Ukraine reports the death of a border guard in the village of Preobrazhenka in the Kherson region.
26,https://t.me/nrpublic/16402,"ЗМІ повідомляють про проблеми з операціями кількох банків в Україні, не можна зняти гроші, не проходять платежі",True,t.me/nrpublic,"The mass media report on problems with the operations of several banks in Ukraine, it is not possible to withdraw money, payments do not go through"
27,https://t.me/nrpublic/16403,"Посол України в Анкарі заявив, що Київ просить Туреччину закрити протоки Босфор та Дарданелли для Росії",True,t.me/nrpublic,The ambassador of Ukraine in Ankara said that Kyiv is asking Turkey to close the Bosphorus and Dardanelles straits to Russia
28,https://t.me/nrpublic/16407,МЗС Литви закликає громадян негайно залишити Україну,True,t.me/nrpublic,The Ministry of Foreign Affairs of Lithuania calls on citizens to leave Ukraine immediately
29,https://t.me/nrpublic/16420,"Полковник ДНР Басурин: українські військові зброю не склали, угруповання велике, ситуація складна, закликав українців просити своїх родичів в армії скласти зброю",True,t.me/nrpublic,"DNR Colonel Basurin: Ukrainian military did not lay down their arms, the group is large, the situation is difficult, called on Ukrainians to ask their relatives in the army to lay down their arms"
30,https://t.me/nrpublic/16433,Українська прем'єр-ліга оголосила про зупинення чемпіонату країни з футболу,True,t.me/nrpublic,The Ukrainian Premier League announced the suspension of the country's football championship
31,https://t.me/nrpublic/16436,"МЗС Британії про військову допомогу НАТО: Україна не член НАТО, але ми допомагатимемо їм у самозахисті",True,t.me/nrpublic,"The British Foreign Ministry on military assistance to NATO: Ukraine is not a member of NATO, but we will help them in self-defense"
32,https://t.me/nrpublic/16439,Мирному населенню України нічого не загрожує - Міністерство оборони Росії,True,t.me/nrpublic,The peaceful population of Ukraine is not in danger - Ministry of Defense of Russia
33,https://t.me/nrpublic/16441,МЗС КНР: Росія не потребує військової підтримки Китаю під час військової операції в Україні.,True,t.me/nrpublic,The Ministry of Foreign Affairs of the People's Republic of China: Russia does not need military support from China during the military operation in Ukraine.
34,https://t.me/nrpublic/16451,"Українські прикордонники стверджують, що російські танки, вторгаючись до населених пунктів Луганської області, виставили попереду автомобілі із символікою ОБСЄ.",True,t.me/nrpublic,"Ukrainian border guards claim that Russian tanks, invading the settlements of the Luhansk region, put cars with OSCE symbols in front of them."
35,https://t.me/nrpublic/16452,Поліція України видасть зброю ветеранам МВС,True,t.me/nrpublic,The police of Ukraine will issue weapons to veterans of the Ministry of Internal Affairs
36,https://t.me/nrpublic/16465,"Сухопутні війська України повідомляють, що в районі Краматорська збитий шостий російський літак",True,t.me/nrpublic,The ground forces of Ukraine report that the sixth Russian plane was shot down in the Kramatorsk region
37,https://t.me/nrpublic/16472,МЗС Білорусії рекомендувало громадянам країни залишити Україну,True,t.me/nrpublic,The Ministry of Foreign Affairs of Belarus recommended citizens of the country to leave Ukraine
38,https://t.me/nrpublic/16474,Меладзе вийшов в ефір і закликав припинити війну Росії та України,True,t.me/nrpublic,Meladze went on the air and called for an end to the war between Russia and Ukraine
39,https://t.me/nrpublic/16477,Українська армія підбила ще чотири російські танки під Харковом,True,t.me/nrpublic,The Ukrainian army knocked out four more Russian tanks near Kharkiv
40,https://t.me/nrpublic/16485,"Громадянська авіація не літає над Україною та півднем Росії, повідомляє Росавіація.",True,t.me/nrpublic,"Civil aviation does not fly over Ukraine and southern Russia, reports Rosaviatsia."
41,https://t.me/nrpublic/16486,"Максим Галкін закликав зупинити війну ""З раннього ранку на зв'язку з рідними та друзями з України! Не передати словами, що я відчуваю! Як це все можливо! Не може бути виправдань війні! Ні війні!""",True,t.me/nrpublic,"Maksym Galkin called for an end to the war ""Since early in the morning, I have been in touch with my relatives and friends from Ukraine! Words cannot express what I feel! How is this all possible! There can be no excuses for war! No war!"""
42,https://t.me/nrpublic/16495,"За даними Держприкордонслужби України, російська військова техніка порушила український кордон у Чернігівській, Сумській, Луганській, Харківській областях",True,t.me/nrpublic,"According to the State Border Service of Ukraine, Russian military equipment violated the Ukrainian border in Chernihiv, Sumy, Luhansk, and Kharkiv regions"
43,https://t.me/nrpublic/16496,"Президент Литви Гітанас Науседа заявив, що виступить із пропозицією надати Україні статус кандидата на вступ до ЄС, передає Bloomberg.",True,t.me/nrpublic,"The President of Lithuania, Gitanas Nauseda, said that he would make a proposal to grant Ukraine the status of a candidate for EU membership, reports Bloomberg."
44,https://t.me/nrpublic/16498,"Жителі Ростова-на-Дону повідомляють про різкий стрибок вартості іноземної валюти на тлі війни, що почалася в Україні У банку ""Фінам"" долар уже продають по 150 рублів, а євро по 200 рублів.",True,t.me/nrpublic,"Residents of Rostov-on-Don report a sharp jump in the value of foreign currency against the background of the war that began in Ukraine. In the Finam bank, the dollar is already sold at 150 rubles, and the euro at 200 rubles."
45,https://t.me/nrpublic/16507,"Зеленський: Військові сили України ведуть важкі бої, противник зазнає втрат і їх буде ще більше.",True,t.me/nrpublic,"Zelenskyi: The military forces of Ukraine are fighting hard battles, the enemy is suffering losses and there will be even more of them."
46,https://t.me/nrpublic/16511,"Зеленський: Громадяни Росії самі вибиратимуть яким шляхом вони, кожен сам за себе. Час вийти та заявити протести проти цієї війни. Проти війни з Україною",True,t.me/nrpublic,"Zelensky: The citizens of Russia will choose their own path, each for himself. Time to come out and protest this war. Against the war with Ukraine"
47,https://t.me/nrpublic/16513,"Зеленський: Ми знімемо санкції з усіх громадян України рішенням РНБО, які готові зі зброєю в руках захищати нашу державу у складі тероборони",True,t.me/nrpublic,"Zelenskyy: We will remove sanctions from all citizens of Ukraine by decision of the National Security Council, who are ready to defend our state with weapons in their hands as part of the national defense"
48,https://t.me/nrpublic/16519,Україна на кордоні з Білоруссю закрила всі прикордонні переходи,True,t.me/nrpublic,Ukraine closed all border crossings on the border with Belarus
49,https://t.me/nrpublic/16522,"Володін: демілітаризація України — єдиний шлях для запобігання війні в Європі, що залишився.",True,t.me/nrpublic,Volodin: Demilitarization of Ukraine is the only remaining way to prevent war in Europe.
50,https://t.me/nrpublic/16523,Володін: депутати Держдуми підтримують війну в Україні,True,t.me/nrpublic,Volodin: State Duma deputies support the war in Ukraine
51,https://t.me/nrpublic/16525,"Збройні сили України повідомляють, що Маріуполь та Щастя повернули під повний контроль",True,t.me/nrpublic,The Armed Forces of Ukraine report that they have returned Mariupol and Shchastya under full control
52,https://t.me/nrpublic/16534,"Спікер Держдуми В'ячеслав Володін звернувся до громадян України із закликом не брати участь у мобілізації та попросити своїх близьких, які служать у збройних силах України, скласти зброю.",True,t.me/nrpublic,State Duma Speaker Vyacheslav Volodin appealed to the citizens of Ukraine not to participate in the mobilization and to ask their loved ones serving in the armed forces of Ukraine to lay down their arms.
53,https://t.me/nrpublic/16545,"НАТО заявила, що розгортає додаткові оборонні сили на східному напрямку через конфлікт в Україні",True,t.me/nrpublic,NATO has announced that it is deploying additional defense forces in the eastern direction due to the conflict in Ukraine
54,https://t.me/nrpublic/16551,"В офісі президента України заявили, що запасу продуктів у мережевих магазинах вистачить на 15-20 днів",True,t.me/nrpublic,The office of the President of Ukraine announced that the stock of products in chain stores would be enough for 15-20 days
55,https://t.me/nrpublic/16554,"В Україні закрито більшість морських портів, повідомив міністр.",True,t.me/nrpublic,"Most of the seaports in Ukraine are closed, the minister said."
56,https://t.me/nrpublic/16556,"Німеччина закликає Росію негайно вивести війська з України, заявив Шольц.",True,t.me/nrpublic,"Germany calls on Russia to immediately withdraw its troops from Ukraine, Scholz said."
57,https://t.me/nrpublic/16559,НАТО: Росія заплатить дуже високу економічну та політичну ціну за агресію проти України,True,t.me/nrpublic,NATO: Russia will pay a very high economic and political price for aggression against Ukraine
58,https://t.me/nrpublic/16566,"У центр Москви стягнуто велику кількість співробітників 2СПП та ОМОНу, щоб уникнути мітингів через війну з Україною.",True,t.me/nrpublic,A large number of employees of the 2SPP and riot police were pulled into the center of Moscow to avoid rallies due to the war with Ukraine.
59,https://t.me/nrpublic/16573,Лідери G7 зберуть саміт по Україні найближчим часом,True,t.me/nrpublic,G7 leaders will hold a summit on Ukraine in the near future
60,https://t.me/nrpublic/16581,МВС України повідомило про захоплення російського диверсанта під Гостомелем,True,t.me/nrpublic,The Ministry of Internal Affairs of Ukraine reported the capture of a Russian saboteur near Gostomel
61,https://t.me/nrpublic/16584,"Генсек НАТО підтвердив, що скликав онлайн-саміт щодо України на - увага - 25 лютого",True,t.me/nrpublic,The NATO Secretary General confirmed that he has convened an online summit regarding Ukraine on February 25
62,https://t.me/nrpublic/16592,"Росія зачинила двері для політичного вирішення ситуації навколо України, вважає генсек НАТО Столтенберг.",True,t.me/nrpublic,NATO Secretary General Stoltenberg believes that Russia has closed the door to a political solution to the situation around Ukraine.
63,https://t.me/nrpublic/16596,Коментарі у спільноті відключені до врегулювання ситуації між Росією та Україною,True,t.me/nrpublic,Comments in the community are disabled until the situation between Russia and Ukraine is resolved
64,https://t.me/nrpublic/16600,"НАТО продовжуватиме спроби контактувати з Росією для деконфліктації, заявив Столтенберг. Він також повідомив, що запросив Фінляндію та Швецію на завтрашній онлайн-саміт щодо України",True,t.me/nrpublic,"NATO will continue to try to contact Russia for deconfliction, Stoltenberg said. He also announced that he invited Finland and Sweden to tomorrow's online summit regarding Ukraine"
65,https://t.me/nrpublic/16601,"Країни НАТО змусять Росію заплатити велику ціну за операцію в Україні, про економічні санкції - генсек НАТО Столтенберг",True,t.me/nrpublic,"NATO countries will make Russia pay a heavy price for the operation in Ukraine, about economic sanctions - NATO Secretary General Stoltenberg"
66,https://t.me/nrpublic/16605,"В Україні не залишилося американських дипломатів, планів щодо повернення їх до країни поки немає, передає CNN.",True,t.me/nrpublic,"There are no American diplomats left in Ukraine, and there are no plans to return them to the country yet, reports CNN."
67,https://t.me/nrpublic/16607,"Випадки стрілянини зафіксовані на територіях Брянської області, що межують з Україною, в результаті ніхто не постраждав, повідомив губернатор регіону Олександр Богомаз.",True,t.me/nrpublic,"Cases of shooting were recorded in the territories of the Bryansk region bordering Ukraine, as a result, no one was injured, the governor of the region, Oleksandr Bogomaz, said."
68,https://t.me/nrpublic/16611,МЗС України розпочало евакуацію українських дипломатів з Москви,True,t.me/nrpublic,The Ministry of Foreign Affairs of Ukraine has begun the evacuation of Ukrainian diplomats from Moscow
69,https://t.me/nrpublic/16614,Офіс Зеленського: ситуація в Україні контрольована,True,t.me/nrpublic,Zelenskyi's office: the situation in Ukraine is under control
70,https://t.me/nrpublic/16625,"УЄФА перенесе фінал Ліги чемпіонів із Санкт-Петербурга після російського нападу на Україну, повідомило джерело AP",True,t.me/nrpublic,"UEFA to move Champions League final from St. Petersburg after Russian attack on Ukraine, source told AP"
71,https://t.me/nrpublic/16627,"Макрон звернувся до нації, заявив, що дії Росії в Україні порушують Статут ООН і пригрозив запровадити проти Росії масштабні санкції, які торкнуться багатьох секторів.",True,t.me/nrpublic,"Addressing the nation, Macron declared that Russia's actions in Ukraine violate the UN Charter and threatened to introduce large-scale sanctions against Russia that would affect many sectors."
72,https://t.me/nrpublic/16650,Байден скликав раду нацбезпеки для обговорення України,True,t.me/nrpublic,Biden convened the National Security Council to discuss Ukraine
73,https://t.me/nrpublic/16654,Німеччина не постачатиме зброю в Україну,True,t.me/nrpublic,Germany will not supply weapons to Ukraine
74,https://t.me/nrpublic/16656,"Таксі Uber припинив роботу в Україні, повідомляють ЗМІ.",True,t.me/nrpublic,"Uber taxi has stopped working in Ukraine, media reports."
75,https://t.me/nrpublic/16662,"Матвієнко: ті росіяни, що виступають проти військової операції в Україні, думають про свої нагальні проблеми та труднощі",True,t.me/nrpublic,Matvienko: those Russians who oppose the military operation in Ukraine are thinking about their urgent problems and difficulties
76,https://t.me/nrpublic/16671,ЮНЕСКО закликає до дотримання міжнародного гуманітарного права за умов конфлікту в Україні.,True,t.me/nrpublic,UNESCO calls for compliance with international humanitarian law under the conditions of the conflict in Ukraine.
77,https://t.me/nrpublic/16689,Євросоюз відкликає посла Росії у зв'язку із вторгненням в Україну — заява,True,t.me/nrpublic,The European Union recalls the Russian ambassador in connection with the invasion of Ukraine - a statement
78,https://t.me/nrpublic/16696,"CNN із посиланням на джерело у Брюсселі стверджує, що країни ЄС обговорюють можливість відключення Росії від SWIFT через події в Україні",True,t.me/nrpublic,"CNN, citing a source in Brussels, claims that EU countries are discussing the possibility of disconnecting Russia from SWIFT due to the events in Ukraine"
79,https://t.me/nrpublic/16706,У Черкаській області України також вводять комендантську годину,True,t.me/nrpublic,A curfew is also being introduced in the Cherkasy region of Ukraine
80,https://t.me/nrpublic/16712,"Патріарх Кирило закликав усі сторони конфлікту навколо України ""зробити все можливе, щоб уникнути жертв серед мирних жителів"".",True,t.me/nrpublic,"Patriarch Kyrylo called on all parties to the conflict around Ukraine to ""do everything possible to avoid casualties among civilians."""
81,https://t.me/nrpublic/16719,Зеленський: Україна пропонує повернутися на шлях миру,True,t.me/nrpublic,Zelenskyi: Ukraine offers to return to the path of peace
82,https://t.me/nrpublic/16720,"Зеленський: ""Якщо ви, шановні європейські лідери, світові лідери, лідери вільного світу. Якщо ви нам не допоможете, сильно не допоможете Україні, то завтра війна постукає у ваші двері""",True,t.me/nrpublic,"Zelensky: ""If you, dear European leaders, world leaders, leaders of the free world. If you don't help us, don't help Ukraine a lot, then war will knock on your door tomorrow."""
83,https://t.me/nrpublic/16730,Петиція з вимогою припинити російське вторгнення в Україну за кілька годин набрала 200 тисяч підпсією,True,t.me/nrpublic,"A petition demanding an end to the Russian invasion of Ukraine gained 200,000 signatures in a few hours"
84,https://t.me/nrpublic/16732,Зеленський вимагає від Заходу запровадження безпольотної зони над Україною,True,t.me/nrpublic,Zelensky demands the West to introduce a no-fly zone over Ukraine
85,https://t.me/nrpublic/16735,"Розпочалася зустріч Путіна з представниками великого бізнесу, анонсована на тлі початку військової операції в Україні",True,t.me/nrpublic,"Putin's meeting with representatives of big business has begun, announced against the background of the start of a military operation in Ukraine"
86,https://t.me/nrpublic/16739,Нацгвардія України: ситуація в Києві спокійна та контрольована,True,t.me/nrpublic,National Guard of Ukraine: the situation in Kyiv is calm and under control
87,https://t.me/nrpublic/16762,"Виступ Байдена Україною перенесений на годину пізніше, відбудеться о 21:30 мск, повідомили у Білому домі.",True,t.me/nrpublic,"Biden's speech in Ukraine has been postponed an hour later, will take place at 9:30 p.m. Moscow time, the White House reported."
88,https://t.me/nrpublic/16766,Борис Джонсон: Британія готова дати притулок керівництву України,True,t.me/nrpublic,Boris Johnson: Britain is ready to give asylum to the leadership of Ukraine
89,https://t.me/nrpublic/16769,"ОБСЄ вирішила евакуювати всіх співробітників із території України, як тільки це буде безпечно — Reuters",True,t.me/nrpublic,The OSCE has decided to evacuate all staff from the territory of Ukraine as soon as it is safe to do so — Reuters
90,https://t.me/nrpublic/16771,"Радник президента України підтвердив, що злітно-посадкова смуга Гостомель була захоплена росіянами — Reuters",True,t.me/nrpublic,An adviser to the President of Ukraine confirmed that the Gostomel airstrip was captured by the Russians — Reuters
91,https://t.me/nrpublic/16775,"Полонений російський військовий розповів, коли, звідки і навіщо прибув до України",True,t.me/nrpublic,"The captured Russian soldier told when, where and why he came to Ukraine"
92,https://t.me/nrpublic/16781,Зеленський після оголошення військового стану підписав указ про створення на базі обласних держадміністрацій військових адміністрацій Україна просто так здаватися не збирається.,True,t.me/nrpublic,"After declaring martial law, Zelenskyi signed a decree on the creation of military administrations based on regional state administrations. Ukraine is not going to surrender just like that."
93,https://t.me/nrpublic/16788,Україна отримає від Польщі майже 1 млрд доларів термінової допомоги,True,t.me/nrpublic,Ukraine will receive almost $1 billion in emergency aid from Poland
94,https://t.me/nrpublic/16793,Польща вийшла на знак солідарності з Україною,True,t.me/nrpublic,Poland came out as a sign of solidarity with Ukraine
95,https://t.me/nrpublic/16800,ОБСЄ розпочинає евакуацію всіх членів місії з України,True,t.me/nrpublic,The OSCE begins the evacuation of all members of the mission from Ukraine
96,https://t.me/nrpublic/16803,Байден: Ми підтримуємо відважний народ України,True,t.me/nrpublic,Biden: We support the brave people of Ukraine
97,https://t.me/nrpublic/16804,Канада запроваджує додаткові санкції проти Росії через ситуацію в Україні — Трюдо,True,t.me/nrpublic,Canada introduces additional sanctions against Russia due to the situation in Ukraine - Trudeau
98,https://t.me/nrpublic/16828,Лондон також сьогодні протестує проти війни з Україною,True,t.me/nrpublic,London is also today protesting against the war with Ukraine
99,https://t.me/nrpublic/16831,Байден розпочав звернення щодо вторгнення Росії в Україну,True,t.me/nrpublic,Biden began an appeal about Russia's invasion of Ukraine
100,https://t.me/nrpublic/16845,"Байден: Наші сили не будуть воювати в Україні, але ми захищатимемо членів НАТО всією силою США",True,t.me/nrpublic,"Biden: Our forces will not fight in Ukraine, but we will defend NATO members with the full force of the United States"
101,https://t.me/nrpublic/16861,Байден: Амбіції Путіна не обмежуються Україною Він хоче відновити СРСР,True,t.me/nrpublic,Biden: Putin's ambitions are not limited to Ukraine. He wants to restore the USSR
102,https://t.me/nrpublic/16887,На Білорусь санкції запроваджуються за підтримку Росії при нападі на Україну,True,t.me/nrpublic,Sanctions are being imposed on Belarus for supporting Russia in its attack on Ukraine
103,https://t.me/nrpublic/16892,"57 українців загинули внаслідок бойових дій, 169 людей поранено - МОЗ України",True,t.me/nrpublic,"57 Ukrainians died as a result of hostilities, 169 people were injured - Ministry of Health of Ukraine"
104,https://t.me/nrpublic/16899,Лідери 27 країн ЄС домовилися запровадити новий пакет санкцій проти Росії через вторгнення в Україну,True,t.me/nrpublic,The leaders of 27 EU countries agreed to introduce a new package of sanctions against Russia due to its invasion of Ukraine
105,https://t.me/nrpublic/16900,Словенія виступає за ухвалення України до Євросоюзу до 2030 року - прем'єр,True,t.me/nrpublic,Slovenia supports Ukraine's admission to the European Union by 2030 - Prime Minister
106,https://t.me/nrpublic/16903,"У Росії на акціях на підтримку України за останні години затримано понад 1,5 тис. людей Про це повідомив російський опозиціонер Володимир Кара-Мурза",True,t.me/nrpublic,"In Russia, over 1,500 people have been detained at actions in support of Ukraine in recent hours, Russian opposition leader Volodymyr Kara-Murza reported this"
107,https://t.me/nrpublic/16905,"У Сухопутних силах визнали, що на територію України зайшли понад 60 батальйонних тактичних груп.",True,t.me/nrpublic,The Ground Forces admitted that more than 60 battalion tactical groups entered the territory of Ukraine.
108,https://t.me/nrpublic/16908,"Саміт ЄС закликав Росію припинити всі військові дії проти України, вивести війська, дотримуватися гуманітарних норм",True,t.me/nrpublic,"The EU summit called on Russia to stop all military actions against Ukraine, withdraw its troops, and observe humanitarian norms"
109,https://t.me/nrpublic/16913,Чоловікам 18-60 років заборонили виїзд із України,True,t.me/nrpublic,Men aged 18-60 were banned from leaving Ukraine
110,https://t.me/nrpublic/16922,"Канада заборонила національним авіакомпаніям польоти над Україною та прилеглих зонах, включаючи Москву та Мінськ",True,t.me/nrpublic,"Canada banned national airlines from flying over Ukraine and surrounding areas, including Moscow and Minsk"
111,https://t.me/nrpublic/16924,"Чеський футбольний клуб ""Славія"" вийшов на матч проти ""Фенербахче"" у футболках на підтримку України Команду на матч із капітанською пов'язкою вивів українець Тарас Качараба",True,t.me/nrpublic,"The Czech football club ""Slavia"" went to the match against ""Fenerbahce"" in t-shirts in support of Ukraine. Ukrainian Taras Kacharaba led the team to the match with the captain's armband"
112,https://t.me/nrpublic/16925,"НАТО не встановлюватиме безпольотну зону над Україною, тому що це призвело б до прямого зіткнення альянсу з Росією Таку заяву зробив заступник міністра оборони Британії Джеймс Хіпі.",True,t.me/nrpublic,"NATO will not establish a no-fly zone over Ukraine, because it would lead to a direct confrontation between the alliance and Russia. Such a statement was made by the British Deputy Minister of Defense James Hippie."
113,https://t.me/nrpublic/16927,"Генштаб ЗСУ повідомляє, що в Україну введено дві третини доступних Росії батальйонних тактичних груп",True,t.me/nrpublic,The General Staff of the Armed Forces of Ukraine reports that two-thirds of the battalion tactical groups available to Russia have been introduced into Ukraine
114,https://t.me/nrpublic/16932,Зеленський закликав лідерів Євросоюзу стати пліч-о-пліч з Україною і зупинити агресора,True,t.me/nrpublic,Zelensky called on the leaders of the European Union to stand side by side with Ukraine and stop the aggressor
115,https://t.me/nrpublic/16936,Дочка радника Путіна Марія Юмашева вийшла у Лондоні на мітинг проти війни в Україні friendly fire?,True,t.me/nrpublic,The daughter of Putin's adviser Maria Yumasheva went to a rally in London against the war in Ukraine friendly fire?
116,https://t.me/nrpublic/16940,Напад Росії на Україну: карта до вечора 24 лютого,True,t.me/nrpublic,Russia's attack on Ukraine: map until the evening of February 24
117,https://t.me/nrpublic/16941,Президент України Володимир Зеленський оголосив про загальну мобілізацію населення,True,t.me/nrpublic,"The President of Ukraine, Volodymyr Zelenskyi, announced the general mobilization of the population"
118,https://t.me/nrpublic/16949,Нацбанк України заборонив валютні операції в рублях - російських та білоруських,True,t.me/nrpublic,The National Bank of Ukraine banned currency transactions in Russian and Belarusian rubles
119,https://t.me/nrpublic/16952,"Зеленський: Україна залишилася сама, Росію не переконали нові санкції За його словами, світ продовжує спостерігати за тим, що відбувається здалеку.",True,t.me/nrpublic,"Zelensky: Ukraine was left alone, Russia was not convinced by the new sanctions According to him, the world continues to watch what is happening from afar."
120,https://t.me/nrpublic/16953,Зеленський: рано чи пізно розпочнеться діалог між Росією та Україною про припинення бойових дій,True,t.me/nrpublic,"Zelenskyi: sooner or later, a dialogue between Russia and Ukraine on the cessation of hostilities will begin"
121,https://t.me/nrpublic/16956,"Путін намагається повалити уряд України, впевнений держсекретар США Ентоні Блінкен.",True,t.me/nrpublic,"Putin is trying to overthrow the government of Ukraine, US Secretary of State Anthony Blinken is confident."
122,https://t.me/nrpublic/16961,"Перша сторінка The New York Times сьогодні: ""Війна в Україні. Російські війська просуваються до околиць столиці, кількість жертв зростає, а тисячі людей біжать на захід""",True,t.me/nrpublic,"The front page of The New York Times today: ""War in Ukraine. Russian troops advance on outskirts of capital, death toll rises, thousands flee west"""
123,https://t.me/nrpublic/16964,Кожен росіянин заплатить карбованцем зі своєї кишені за війну з Україною,True,t.me/nrpublic,Every Russian will pay a ruby ​​out of his pocket for the war with Ukraine
124,https://t.me/nrpublic/16982,Армія України заявляє про бойові дії з російськими військами під Києвом,True,t.me/nrpublic,The Army of Ukraine declares hostilities with Russian troops near Kyiv
125,https://t.me/nrpublic/16983,"Газета ""Радянський спорт"" вийшла з чорною обкладинкою, яку використовують у соцестях на знак протесту проти війни з Україною, та підписом ""Не до футболу""",True,t.me/nrpublic,"The newspaper ""Soviet Sport"" came out with a black cover, which is used in societies as a sign of protest against the war with Ukraine, and the caption ""No to football"""
126,https://t.me/nrpublic/17002,Посол України в Японії: країні потрібно більше коштів ППО,True,t.me/nrpublic,Ambassador of Ukraine to Japan: the country needs more air defense funds
