,0,1
30,Iran’s Suspect Denial of Drone Production Deal with Russia,LIKELY FALSE
31,Beijing Boosts Kremlin Disinformation That US Caused War in Ukraine,FALSE
32,Putin Falsely Claims US Has Been Occupying Germany Since WWII,FALSE
33,China’s False Denial of Violating International Law in South China Sea,FALSE
34,Syria Again in Denial as OPCW Blames it for Deadly 2018 Chlorine Strike,FALSE
35,Chinese Blogger Parrots Kremlin’s Distorted Tale about Minsk Agreements,MISLEADING
36,Russia’s Medvedev Anti-Historically Predicts Nuclear War,FALSE
37,Lavrov's Hollow Denials of Russian Meddling in ‘Internal Affairs’,FALSE
38,How the Taliban Lied About Education for Women,FALSE
39,‘Putin’s Chef’ Falsely Rejects War Crimes Evidence After US Designation,LIKELY FALSE
40,"Alluding to Holocaust, Lavrov Falsely Says US Wants to 'Annihilate' Russians",FALSE
41,Iran’s False Defense of the Islamic Revolutionary Guard Corps,FALSE
42,"Ahead of an Epochal Election, Cambodia Turns Courts Against Opposition",FALSE
43,Orwellian Claims of ‘Justice’ Under China’s Grip in Hong Kong,FALSE
44,Russia Falsifies France Pension Reform Protests as Anti-Ukraine,FALSE
45,Moscow Tries to Diminish a Soviet Space Hero – Because He's From Ukraine,MISLEADING
46,Russia’s Medvedev Gaslights Japanese Leader Kishida Over Nukes in Ukraine,MISLEADING
47,Russian Orthodox Patriarch Hews to Kremlin Propaganda Line on Ukraine Identity,FALSE
48,In Memoriam: Top Whoppers From Sidelined Chinese ‘Wolf Warrior’ Zhao Lijian,MISLEADING
49,China’s Sharing of COVID Data is Far from ‘Open and Transparent’,MISLEADING
50,Convicting Iran’s Hamid Nouri For War Crimes Is Not ‘Illegal’,FALSE
51,Iran’s False Attack on France and Free Speech,FALSE
52,China Deceptively Uses CNN’s New Year’s Eve Taiwan/Thailand Mix-up to Blast U.S.,MISLEADING
53,Russia Exaggerates China’s Support,MISLEADING
54,Russia’s Fantasy Revenge for Ukraine’s HIMARS Attack on Makiivka,LIKELY FALSE
55,Forget Iran’s Lies: Al-Qaida No U.S. ‘Proxy’ in Afghanistan,FALSE
56,Russia Accuses Estonian Prime Minister of Hitlerism,MISLEADING
57,"Back on Twitter, Tate Boosts Homophobic Russian Ad Featuring 'Santa Putin'",MISLEADING
58,"Denying Moscow’s Rhetoric, Lavrov Pins Nuclear Threat on West",MISLEADING
59,Putin Exaggerated Russian Economy’s Resilience,FALSE
60,Beijing Deflects Amid Revelations About Alleged Overseas Police Stations,MISLEADING
61,China Misleads After Latest South China Sea Land Grab Claims,MISLEADING
62,"Increasingly a Pariah, Russia Claims West Failed to Isolate it",MISLEADING
63,Russia Projects Suspected War Crimes in Ukraine on European Union,FALSE
64,Erdogan Misleads on Implications of Imamoglu’s Political Ban,MISLEADING
65,Putin’s Fictitious Optimism About Russian Economy,FALSE
66,China’s Ambassador to France Dredges Up Debunked US Biolab COVID-19 Conspiracy,FALSE
67,Iran’s Embassy in China Misrepresents Case Against Footballer,MISLEADING
68,Ex-Austrian Pol Takes EU Support for Ukraine Out of Context,MISLEADING
69,"Fresh U.S. Sanctions, Then China Falsely Denies Repression in Tibet",FALSE
70,"After Latvia Blocks a TV Channel, Gloating and Falsehoods From Russia",MISLEADING
71,Russia Falsifies Its Slave- and Serf-Holding Past,FALSE
72,"Before His Ouster, Peru’s Castillo Misled About Closing Congress",MISLEADING
73,"Moscow Inverts Reality, Falsely Calling Strikes on Russian Bases ‘Terrorism’",FALSE
74,"In China, Baoding’s Sick Residents Dispute Official Claim of Near Zero COVID-19",MISLEADING
75,"Top Russian Misrepresents U.S. on Chemical Weapons, No Mention of Kremlin Poisoning Foes",FALSE
76,Russia Falsely Blames the Famine That Killed Millions of Ukrainians on the West,FALSE
77,The Kremlin’s False Portrayal of Wagner Mercenaries in Ukraine,FALSE
78,Unsubstantiated: Buhari Claim That Ukraine War Feeds Arms to West Africa,UNSUBSTANTIATED
79,Cambodia's Flimsy Cover-up for Labor Leader’s Arrest,MISLEADING
80,False Equivalents as Beijing Tries to Defend BBC Journalist’s Arrest,FALSE
81,"From Sputnik, a Gusher of Disinfo About Russian Crude",FALSE
82,Russia’s Pravda.ru Falsely Labels Chinese Protests a U.S. ‘Coup’,FALSE
83,Russian Accounts of Deadly Surrender Incident Omit a Key Fact,MISLEADING
84,"Iran Races Toward Bomb-Grade Uranium, Drags Feet on Compliance",MISLEADING
85,"After a Cease-Fire, Ethiopian P.M.’s Debatable Boasts About the Economy",UNCERTAIN
86,The ‘Generous Gifts’ Russian Forces Left Behind in Kherson,FALSE
87,How Canada Contradicts Chinese Denials of Meddling Abroad,FALSE
88,Chinese Disinfo Falsifies Biden’s Statement on Poland Missile Strike,FALSE
89,Russia’s Sputnik Falsifies Court Ruling in Malaysian MH17 Shootdown,FALSE
90,US Veep’s Philippines Visit Is Not a Taiwan-Style ‘Provocation’,FALSE
91,Putin’s Chef and Death by Sledgehammer,FALSE
92,A Polish ‘Provocation’? Blatant Russian Disinfo Distracts From Apparent War Crimes,MISLEADING
93,Russian Falsehoods About Negotiating With Ukraine,MISLEADING
94,Chinese Intrigue Behind Ukraine’s Seizure of Aviation Firm Motor Sich,MISLEADING
95,"Cherry-Picking a Survey, China Distorts Its Global Image",MISLEADING
96,Straight From Russia’s Channel 1: A US Midterms Disinfo Special,FALSE
97,Evidence-Free Claims From Putin on Black Sea Grain Deal,UNSUBSTANTIATED
98,The Fiction of Russia’s Super Drone-Killing Rifle,MISLEADING
99,Misleading Video Falsely Portrays Zelenskyy as Threatening War. He Said Just the Opposite.,FALSE
100,Beijing Covers Up After China’s Overseas Police Spy Stations Are Exposed,MISLEADING
101,Crimean Tatars and the Kremlin’s Oppression of Muslims,MISLEADING
102,"Russia Claims 600+ HIMARS Kills, Blowing Its Credibility to Bits",UNSUBSTANTIATED
103,"On Exit, Bolsonaro Clearcuts A Swath of Amazon Distortion",MISLEADING
104,Putin Fires a Volley of Falsehoods in Fresh Attack on US and Allies,FALSE
105,Beijing Misrepresents US Evidence in Cloak-and-Dagger Spy Case,MISLEADING
106,Myanmar Junta Falsely Claims Deadly Concert Bombing Was 'Just a Rumor',FALSE
107,Burn the Ukrainian Children? Genocidal Rant is Now Mainstream Russian Propaganda,FALSE
108,Delusional Claims From Putin's Flack as Russia’s Economy Contracts,MISLEADING
109,"U.S. Did Not Weaponize Coronavirus, Despite Russian Claims",FALSE
110,Context For China's Boast That All 1.4 Billion Chinese Are ‘Eating Well’,MISLEADING
111,From Fake Elections to Martial Law: A Double Dose of Putin Duplicity,FALSE
112,Russia Denies Using Iranian Drones. Ukraine Has Downed 200+,FALSE
113,Will of the Crimean People? How a Chinese Think Tank Distorted Russia’s Annexation of Crimea,MISLEADING
114,USAID Isn’t Arming and Funding Tigray Rebels in Ethiopia,FALSE
115,Russia’s Lavrov Mangles U.S.-Panama History to Justify Invading Ukraine,FALSE
116,Musk’s Ukraine Peace Poll Fails on Its Portrayal of Crimean History,MISLEADING
117,"Russia Unleashes ‘Missile Terror’ on Ukrainian Civilians, Falsely Claims Military Targets",FALSE
118,China Lets Nord Stream Sabotage Gossip Run Wild,UNSUBSTANTIATED
119,Russian Envoy and Twitter Trolls Falsely Slam Gutsy BBC Reporting at Ukraine’s Front Lines,FALSE
120,"In Retreat from Lyman, Russian Defense Ministry Spins a Phony Tale of Success",MISLEADING
121,Evidence Shows Russia is Using Iranian Drones Against Ukraine,FALSE
122,Here’s Who’s Really Threatening to Hit Ukraine With Nukes,FALSE
123,How Russia Backed Off a Pledge to Protect the Ukrainian Language,FALSE
124,Biden Did Not Threaten to Sabotage Nord Stream Pipelines as Russian Disinfo Claims,FALSE
125,How China Misrepresented U.S. Flood Aid to Pakistan,MISLEADING
126,"After Years of Falsification, Putin's ‘Chef’ Owns Up to Running Russian Mercenaries",FALSE
127,Video of Mahsa Amini’s Collapse Does Not Prove She Died of a Heart Attack,FALSE
128,Putin’s Mobilization Isn’t Going as Promised,FALSE
129,"Under U.N. Glare, Beijing Falsely Calls Report on Xinjiang Abuses 'Illegal'",FALSE
130,Russia’s New Casualty Count is Highly Suspect and Likely False,LIKELY FALSE
131,"Threatening Nukes, Moscow Stages Phony Referendums in Occupied Ukraine",FALSE
132,Putin is Wrong. Ukraine’s Donbas is Not Like Kosovo,FALSE
133,Russia Cries Censorship After YouTube Takes Down Official Disinfo on Ukraine,FALSE
134,Chinese Blogger Misquotes U.S. General to Falsify NATO Goals in Ukraine,FALSE
135,"While Putin Trumpets Imperial Designs on Ukraine, China Falsely Blames the West for War",FALSE
136,Taliban Falsehoods After Blistering Report on Women’s Rights,FALSE
137,Russia Can’t Stop Lying About U.S. Bioweapon Labs in Ukraine,FALSE
138,False: Russia is Merely ‘Regrouping’ After its Rout in Kharkiv,FALSE
139,Kremlin Media Chief’s Misleading Boast About Not ‘Carpet Bombing’ Ukraine,MISLEADING
140,Putin Disinfo Plays Russian Roulette With Europe’s Biggest Nuke Plant,MISLEADING
141,Putin Grossly Distorts Who’s Getting That Ukrainian Grain,FALSE
142,"Myanmar, Russia Unite to Pretend War is Peace",FALSE
143,Putin’s Misleading Sanctions Claims Clash With Kremlin’s Own Economic Scenarios,MISLEADING
144,China Falsely Blames U.S. for Humanitarian Disaster in Syria,FALSE
145,"Disinfo From Russia's RT: Ukrainian Grain Going to ‘Rich Countries’, Not Africa",MISLEADING
146,The Kremlin’s Misleading Portrayal of Military Progress in Ukraine,MISLEADING
147,Evidence Backs Up Beijing Link to South China Sea Hackers,FALSE
148,Russian Embassy in Turkey Fabricates Waning U.N. Support for Ukraine,FALSE
149,"Beijing Bullies its South China Sea Neighbors, Then Falsely Accuses U.S. of ‘Trespassing’",FALSE
150,War Crimes and the Russian Defense Minister’s Fantasy World,FALSE
151,"Chinese Diplomat Flunks History, Calls U.S. the WWII Aggressor Against Japan",FALSE
152,"After Deadly Car Blast, Russian Embassy Puts U.S. Denunciation in False Light",FALSE
153,China Ludicrously Accuses US of ‘Weaponizing Food’,FALSE
154,Russia’s False Defense of Wagner Mercenaries in Africa,FALSE
155,Dear Kremlin: Brittney Griner Is No Maria Butina,FALSE
156,Putin’s Patently Bogus Claim About the Zaporizhzhia Nuclear Plant,MISLEADING
157,Dubious Claims of Election Corruption as Kenya Transfers Power,MISLEADING
158,"China Denies Forced Labor in Xinjiang, UN Reports Otherwise",FALSE
159,‘Fully Confident’? Beijing Exaggerates Foreign Confidence in the Chinese Market,MISLEADING
160,Putin Falsely Claims Ukraine Invasion ‘In Full Conformity’ with U.N. Charter,FALSE
161,Myanmar Junta’s False Claims to ‘Stability’ and ‘Rule of Law’,FALSE
162,Russian Media Fabricate ‘Leak’ From U.S. Defense Contractor to Tarnish ‘Saint Javelin’,FALSE
163,Beijing Lies About a Photo to Smear Blinken’s Outreach in Africa,FALSE
164,Rwanda Wants the World to Look Away From Ties to M23 Rebels,FALSE
165,"Denials Aside, Kremlin Plots 'Join-Russia' Votes in Occupied Ukraine",FALSE
166,"So, Taiwan Has Been Chinese For Two Millennia? Let’s Check the History",FALSE
167,"As Contrary Evidence Mounts, Russia Denies Stinging Ukrainian Strike on Crimean Airfield",FALSE
168,"Cambodian Journalists Are Telling Truths, Not Breaking Laws",FALSE
169,Evidence Disputes Russia’s Claim that Ukraine Rocketed Its Captured Troops,LIKELY FALSE
170,"What, No Proof? That’s Not Stopping Pakistan’s Imran Khan",FALSE
171,"Moscow Fuels Myanmar War Machine, Then Claims to Bring Peace",FALSE
172,"Russians Fire at Will From Europe’s Biggest Nuclear Plant, Deny it at UN",FALSE
173,"What to Know About That Video Titled, ‘Time to Move to Russia’",FALSE
174,Why Russia Trash Talks ‘U.S.-Gifted HIMARS’ Weapons in Ukraine,FALSE
175,Putin’s Misleading Gripe About Sanctions and Trade Rules,MISLEADING
176,China Forgets Who Was the Real Aggressor in Korean War,MISLEADING
177,There is No Evidence Monkeypox is a Bioweapon,MISLEADING
178,Hungary to Fleeing Ukrainians: Hope You’re Just Passing Through,MISLEADING
179,Russian Rockets Did Not Hit Military Targets in Odesa – But Ukraine's Grain Was Very Close,FALSE
180,Misleading Denials from the Kremlin as Israel Criticizes the War on Ukraine,MISLEADING
181,Kremlin Conjures Up Fake Postage Stamp to Spread Ukraine Antisemitism Smear,FALSE
182,Myanmar Junta Falsely Claims Executed Activists Had Fair Trials,FALSE
183,Plenty of Evidence Justifies U.S. Trade Ban for Forced Uyghur Labor,FALSE
184,Russia’s Lavrov Spreads Phony Claim About Western Rockets in Ukraine,FALSE
185,Iran Concocts NATO War Fantasy To Justify Russia’s Ukraine Invasion,FALSE
186,Putin Tries to Blame Canada for Europe’s Gas Woes. It’s Bogus,FALSE
187,How the Kremlin Propagandized Bolton’s Remark About Planning ‘Coups’,FALSE
188,"With a Chokehold on Ukraine’s Grain, Russia Falsely Blames U.S. for Global Hunger",FALSE
189,China Dishes Up Russian Lies About U.S. Bioweapons in Ukraine,FALSE
190,"No, Democracy in Hong Kong Hasn’t Taken a ‘Quantum Leap Forward’",FALSE
191,Latest Kremlin Fantasy: 'Very Many Ukrainians Want Russian Citizenship',FALSE
192,Russian Pundit Falsely Claims U.S. had Japan’s Abe Killed,FALSE
193,Russian Diplomat Uses Fake Video to Claim Ukraine Staged Bucha Killings,FALSE
194,False: Russia's Denial of Military Expansion,FALSE
195,Russian Media Distort Western Reporting on Ukraine,FALSE
196,"Russia, China Hype Speculation About Coronavirus Lab Origin in U.S.",MISLEADING
197,Is Buhari Leaving Nigeria a ‘Better Place’? Not Really,MISLEADING
198,New Zealand Calls Out China’s Belligerence – and Beijing Bristles,FALSE
199,Fake News About Pentagon and Abortion Swirls on Chinese Social Media,FALSE
200,Those Nuclear Threats from Moscow? U.K. Is Not Making Them Up,FALSE
201,How Myanmar Distorts Years of Brutality Toward Rohingyas,MISLEADING
202,China’s Fantasy About Democracy in Hong Kong,FALSE
203,"Facing Default, Putin Offers False Portrayal of Russian Economy",FALSE
204,"Russia Falsely Blames Sanctions, Not Its War in Ukraine, for Global Food Crisis",FALSE
205,False: Russia Claims Zelenskyy’s Frontline Trip Came Amid ‘Military Failures’,FALSE
206,Accounts of Rape by Russian Troops in Ukraine Are Not ‘Fakes and Lies’,FALSE
207,China Exploits U.N. Visit To Falsely Deny Xinjiang Atrocities,FALSE
208,Russia’s Whitewash of the Death and Devastation in Mariupol,FALSE
209,Backroom China Claims Muddy the Waters of Taiwan Strait,FALSE
210,Russia's Planned POW Executions Defy Rules of War,FALSE
211,Russia is Wrong. The War on Ukraine Threatens a Food Crisis,FALSE
212,China Fudges on Access to Cambodian Naval Base,MISLEADING
213,Myanmar Junta Touts Faux Rights as Military Courts Dispense Death,FALSE
214,"Skirting Sanctions, Moscow Slashes Prices to Find Oil Buyers",MISLEADING
215,"Russia Claims ‘Humane’ Treatment of Ukrainian POWs, But Evidence Casts Doubt",MISLEADING
216,"After Demolishing True Democracy, Xi Boasts of Hong Kong as Model",MISLEADING
217,Russia Resurrects Debunked Organ Harvesting Allegations,MISLEADING
218,False from Russia: Japan’s Opposition to War in Ukraine is an ‘Alliance with Nazism’,FALSE
219,Misleading: Russia Slows Ukraine Offensive to Save Civilians,MISLEADING
220,Leaked Xinjiang Files Are Not Just ‘Lies and Rumors’,MISLEADING
221,Unsubstantiated: Ukraine Mined a Chemical Plant to Blame Russians,UNSUBSTANTIATED
222,China Trumpets Sham Russian Claims About War Coverage,MISLEADING
223,"Pro-Russian Falsehoods From Kim Dotcom, Alleged Racketeer",FALSE
224,"Kremlin Links Buffalo Suspect to Ukraine, Except He Had Pro-Russia Views",MISLEADING
225,"Russia, Then China, Distort Canadian Sniper’s Ukraine War Tale",MISLEADING
226,"Famine, Ukraine, and a Soufflé of Kremlin Falsehoods",FALSE
227,"For War Parade, Putin Doubles Down on Falsehoods",FALSE
228,False: Belarus Doing ‘Everything’ to Stop Russia’s War on Ukraine,FALSE
229,"Behold the Kremlin’s New Propaganda Office, a.k.a. China",FALSE
230,Misleading: Oliver Stone’s Speculation About a False-Flag Nuclear Attack in Ukraine,MISLEADING
231,"Russia Creates Ukraine Disaster, Then Claims Credit For ‘Humanitarian’ Aid",FALSE
232,"China’s False History, Manipulation of Tibetan Buddhism",FALSE
233,Russia’s False Claims About Azovstal Evacuation,FALSE
234,Russian Spy Chief Falsely Claims Poland Wants Ukrainian Territory,FALSE
235,"Sorting Out Ukraine, Hirohito and the Poisonous Legacy of WWII",MISLEADING
236,False From Kremlin: Ukraine ‘Can’t Stand’ Free Press,FALSE
237,"Russia’s Falsehoods About Mariupol Siege, Forced Migration",FALSE AND MISLEADING
238,Don’t Believe China’s Misleading COVID-19 Death Counts,MISLEADING
239,Dubious Russian Claims About Ukrainian POWs,UNSUBSTANTIATED
240,All In For Censorship (And Hypocrisy) at the Kremlin,FALSE
241,"Russia ‘refrained from attacking Kyiv?’ No, It Was Repelled",FALSE
242,Russia Misrepresents Ukraine Farm Drones as Chemical Weapon,LIKELY FALSE
243,False: Ukraine War a Plot To Entice Jews to Israel,FALSE
244,"Locking Arms with Russians, Mali Denies Ethnic Massacre",MISLEADING
245,Suspect Claim by Russia on Rockets That Killed Fleeing Civilians,LIKELY FALSE
246,Russian Pols to Make ‘Genocide’ Myth an Actual Law,FALSE
247,Russia Backs Unfounded Coup Claim by Pakistan’s Khan,UNSUBSTANTIATED
248,Flagrantly False: Russia’s Claim That Bucha Killings Were ‘Staged’,FALSE
249,Russian Defense Minister Draws Fictitious Picture of War in Ukraine,PARTLY FALSE AND MISLEADING
250,Made by Moderna? China Spreads Yet Another Debunked COVID-19 Conspiracy Theory,FALSE
251,"In Fog of War, Finger-pointing Over Incendiary Weapons in Ukraine",MISLEADING
252,"China Bullies Filipino Fishermen in Shadow of War Games, Ukraine",FALSE
253,"West is Not Divided Over Military Aid to Ukraine, Despite Chinese Spin",MISLEADING
254,"With Thousands Dead, Millions Uprooted, All is ‘Normal’ and ‘According to Plan’",FALSE
255,"China Spreads Kremlin War Lies, Bristles When Called Out",FALSE
256,"Putin Says the West Wants to ‘Destroy Russia,’ But That Ignores History",FALSE
257,"To Defend Mistreating Uyghurs, China Turns to Fringe U.S. Source",FALSE
258,No Verifiable Evidence of False Flag Attack on Mariupol Theater,LIKELY FALSE
259,Tennessee Guard Calls Out Kremlin on Fake Mercenary Deaths,FALSE
260,How China’s State Media Smears Free Chinese Journalists,FALSE
261,Russian News Outlets Spread a False Attack Story,FALSE
262,Russian Islamic Clergy Falsely Call Russia's War on Ukraine ‘Defensive’,FALSE
263,Chechnya’s Boss Serves Up Kremlin Propaganda to Bolster Putin’s New War,FALSE
264,The New Fantastical Twist on Russia's Bogus Bioweapons Allegations,FALSE
265,How China Spread Kremlin’s False Biolab Claims,FALSE
266,‘We Didn’t Attack Ukraine.’ The Alternate Reality of Russia’s War,FALSE
267,Putin’s Fraudulent Foundation for Attacking Ukraine,FALSE
268,"Oh, How They Lied. The Many Times Russia Denied Ukraine Invasion Plans",FALSE
269,Chinese State Media Flog Unfounded NATO Laptop Conspiracy,UNSUBSTANTIATED
270,China Falsely Accuses U.S. of Betraying Historic Ukraine Security Pact,FALSE
271,Latest Russian Ukraine Disinfo - Phony ‘Biolab’ Claims,FALSE
272,Russia’s Myanmar Embassy Unleashes a Torrent of Ukraine Falsehoods,FALSE
273,"Lavrov Makes False, Incendiary Comments on Nuclear Threat",FALSE
274,Russia Makes Orwellian Bid to Pin Kharkiv Blasts on Ukraine,FALSE
275,Russian Military's So-Called ‘Precision’ Strikes in Ukraine,FALSE
276,Russian Space Chief Flip-Flops on Satellite Hack,MISLEADING
277,Russia’s Proxies Make Wild Claim About Theft of Observers' Vehicles,FALSE
278,Russian Propaganda Falsely Claims Biden Sees WWIII As ‘Alternative’,FALSE
279,‘Z’ for Zelenskyy – Russian Propaganda’s Super Villain,FALSE
280,Who’s Fighting for Russia? Soldiers’ Families Fact-Check the Kremlin,FALSE
281,Moscow's Hollow Pledge to Avoid Civilian Harm in Attack on Ukraine,FALSE
282,More Putin Disinfo: Bizarre Claim About Ukrainian Nukes,FALSE
283,China Refuses To Call Moscow’s Ukraine Invasion What It Is,MISLEADING
284,Putin’s False Claim of Self-Defense While Starting a War on Ukraine,FALSE
285,China Falsely Blames U.S. on Eve of Russia’s Ukraine Invasion,FALSE
286,Putin Rewrites History in Speech Decrying Ukraine’s Statehood,MISLEADING
287,About Those Kremlin Claims of ‘Never Attacking’ Ukraine,FALSE
288,"Hong Kong Steals Rights, Freedoms, Then Gaslights Citizens and Critics",FALSE
289,"Defending Ukraine Threat, Putin Regurgitates Misleading ‘Genocide’ Claim",MISLEADING
290,"Russia Says Troops Are Leaving, Evidence Says Not So Fast",MISLEADING
291,China Toes Russian Propaganda Line on Ukraine Threat and Economy,FALSE
292,Smoke (Literal) and Disinfo From the Russian Embassy in Ukraine,FALSE
293,A False Claim From Putin About the Ukraine War,FALSE
294,History Contradicts China's Denial of Meddling in Australian Politics,FALSE
295,"RT Chief Spouts Ukraine Disinfo, Extermination Camp Lie",FALSE
296,China’s Nepal Land Grab Is Not a ‘Smear Campaign’,FALSE
297,"No, Kremlin, NATO Is Not Led by Any Single Country",FALSE
298,China Parries Cyberattack Allegations After News Corp Hack,MISLEADING
299,"Olympic Obfuscation: At Games, China-Russia Jab U.S. on Chemical Weapons",MISLEADING
300,Russian Report of ‘Massive Shelling’ in Key Ukraine City Lacks Evidence,UNSUBSTANTIATED
301,"Russia Concerned About ‘Freedom of Media’, But Only Its Own",MISLEADING
302,China Says No to Politicizing Olympics – And Joins Russia in Doing Just That,FALSE
303,China’s Top U.S. Diplomat Calls Fierce Internet Censorship a ‘Misunderstanding’,FALSE
304,Putin’s Misleading Hairsplitting About Who Can Join NATO,MISLEADING
305,"Crimea Was Not Threatened With ‘Extermination’, as Russian Disinfo Claims",FALSE
306,"To Bash U.S., China Misrepresents Photos from Syria as Afghanistan",FALSE
307,"Under Glare of U.N., Russia Casts Doubt on Forces Outside Ukraine",FALSE
308,Russia Only Sends Troops Where Invited? Not a Chance.,FALSE
309,Cambodia's Hun Sen Backpedals After Getting Cozy With Myanmar,MISLEADING
310,"In Iran, a Patronizing Pronouncement on ‘National Women’s Day’",MISLEADING
311,Pro-Russian Disinfo Spreads About U.S. Arms Shipments,FALSE
312,"Chinese TV Warps U.S. Views on Wealth, Income Equality",MISLEADING
313,China Flouts International Norms – and Truth – in Forced Renditions,FALSE
314,Kremlin Floats Phony ‘Civil War in Ukraine’ Narrative,FALSE
315,Russian Security Chief Spins Baseless Olympics Conspiracy Theory,UNSUBSTANTIATED
316,Presto Chango: Russian Media Elevate Putin from ‘Mafia Boss’ to Genius,MISLEADING
317,Germany Refuses Arms for Ukraine While Selling to the World,MISLEADING
318,China Fibs About Progress on U.S. Trade Deal,MISLEADING
319,"In South China Sea, Beijing Turns Reality Upside Down",FALSE
320,"Russian Mercenaries Reported in Mali, Despite Govt. Denials",MISLEADING
321,"To Justify Ukraine Threat, Russia Touts Phony NATO ‘Promise’ Tale",FALSE
322,COVID-19 Rapid Test Results Are Not Rigged in Advance,FALSE
323,A Misleading Intervention by Cambodia’s Hun Sen in Myanmar,MISLEADING
324,"As U.S. Talks Kick Off, Russian FM Falsely Calls Ukraine an ‘Orphan’ State",FALSE
325,"Despite Denial, Corruption Charges Swirl Around Bosnian Serb Leader",FALSE
326,"With No Basis, Xi Blames 'External Forces' for Kazakhstan Unrest",UNSUBSTANTIATED
327,Russia’s Misleading Claims About Recognizing the Taliban,MISLEADING
328,The Kremlin’s Evasive ‘No Comment’ on Rights Group Shutdown,MISLEADING
329,Sisi Downplays Military’s Encroachment on Egyptian Economy,MISLEADING
330,China’s Issues Fatuous Denials of Economic Bullying,FALSE
331,Kremlin Has Flagrantly Broken Budapest Pact on Ukraine’s Security,FALSE
332,Kremlin Dodges as Court Doc Points to Russians in Eastern Ukraine,LIKELY FALSE
333,Whataboutism and China's Promotion of Social Media Surrogates,MISLEADING
334,"Belarus Misleads, Blaming NATO for Instigating Migrant Buildup",MISLEADING
335,Flimsy Evidence of Secret Philippines Plot to Invade Malaysia,UNSUBSTANTIATED
336,A Far-Right Leader’s False Claims About Anti-Vaccine Protests in Austria,FALSE
337,RT Falsely Claims New Zealand Legalizes ‘Orgies’ Amid COVID Measures,FALSE
338,Boycotts for Human Rights Do Not Violate Olympic Charter,FALSE
339,Ukraine Doesn’t Need Russia’s Permission to Navigate Kerch Strait,FALSE
340,"Censorship, Surveillance, Suppression: No, China Is Not a ‘Democracy’",FALSE
341,State Department Official Did Not say U.S. Will Abandon Ukraine,FALSE
342,"As Biden and Putin Talk, Disinfo from Ukraine Separatist on Russian Military Buildup",MISLEADING
343,China Deflects as Xinjiang Papers Implicate Xi Jinping,FALSE
344,North Korea Gets It Wrong on Omicron Variant,MISLEADING
345,China Falsely Denies Gwadar Protests as ‘Fake News’,FALSE
346,There is Nothing Fake About the Omicron Mutation,FALSE
347,New Fake Russian History: The Costly Winter War With Finland,FALSE
348,Venezuela Election Observers Were Not Spies,FALSE
349,Misleading Claims About the Omicron Variant and Vaccines,MISLEADING
350,"China Denounces Lithuania Over Border Crisis, Ignoring Belarus’ Role",PARTIALLY TRUE
