,0,1
268,Фейк: Солдаты ВСУ оформили для Зеленского «листовку-пропуск в плен»,meter-false
269,Фейк: Глава горсовета Люблина обвинил Украину в провокации против Польши,meter-false
270,Манипуляция: НАТО и Зеленский «полностью ответственны за войну в Украине» – президент Бразилии Лула...,meter-false
271,Фейк: США исключили Кадырова из санкционного списка,meter-false
272,Фейк: Украина «готовит в Херсоне новую Бучу»,meter-false
273,Манипуляция: Киев «начал эвакуацию Херсона»,meter-false
274,Фотофейк: Воину ВСУ вырезали на спине «свастику»,meter-false
275,"Фейк: В ЕС выпустили видео, почему Украина «не должна стать членом НАТО»",meter-false
276,"Фейк: Обучение украинских солдат в Британии выявило проблемы, — FT",meter-false
277,Фотофейк: Украинки в Тиндере создают профили с «нацистскими» призывами,meter-false
278,Фейк: Пострадавшие от урагана жители Флориды вывесили флаг Украины —  «чтобы получить компенсации» от...,meter-false
279,Фейк: Британский премьер Риши Сунак «впал в отчаяние» из-за беженцев из Украины,meter-false
280,Фейк: Американцы перестали доверять Зеленскому из-за коррупции — The Times,meter-false
281,Фейк: Запад «выступил против борьбы с нацизмом»,meter-false
282,Фейк: НАТО отправила ВСУ «зараженную донорскую кровь»,meter-false
283,Фейк: Генсек НАТО «отказался прекращать огонь в Украине»,meter-false
284,"Фейк: Румыния, Венгрия и Польша «отберут территорию Украины»",meter-false
285,Манипуляция: В Украине ввели новый налог на ввоз генераторов из-за границы,meter-false
