,0,1
32,"Radioactive substances brought to Ukraine could be used to make a ""dirty bomb""",meter-false
33,Kyiv rejected China's peace initiatives under direct influence of the US and the EU,meter-false
34,Today NATO operates as Russia's enemy,meter-false
35,The West and Kyiv may start provocations against Transnistria,meter-false
36,Crimea voted overwhelmingly to join Russia following Maidan,meter-false
37,The weapons sent to Ukraine end up in the hands of criminal groups in Sweden,meter-false
38,Romania is concentrating air defense systems to Moldova’s border,meter-false
39,Russian air accidents occur because of international sanctions,meter-false
40,NATO is party to Ukraine conflict,meter-false
41,20 thousand Polish soldiers fight in Ukraine – 2500 have been killed already,meter-false
42,Fifty countries are trying to wipe Russia off the earth,meter-false
43,"The Kyiv regime is doomed, it resembles Nazi Germany in spring 1945",meter-false
44,Ukrainian authorities are preparing a provocation against Transnistria,meter-false
45,Ukraine conflict made Europe a slave to the US,meter-false
46,Ukraine nationalists planning false-flag operation in Transnistria / Moldova,meter-false
47,The proxy war of the West against Russia started with the Maidan coup in 2014,meter-false
48,The UN deliberately hampered the rotation of IAEA inspectors at Zaporizhzhia NPP,meter-false
49,Criminal White House wants to escalate confrontation with Russia,meter-false
50,Hitler Youth in Ukraine: Kiev regime creates an army of children,meter-false
51,Foreign mercenaries in Ukraine are fighting on the wrong side,meter-false
52,Biden’s visit to Kyiv confirms that Ukraine does the US bidding,meter-false
53,Biden’s visit to Ukraine shows “who’s the boss in the house”,meter-false
54,Ukrainian soldiers carry out capital punishment of foreign mercenaries,meter-false
55,"EU, US, and NATO use Ukrainians as cannon fodder",meter-false
56,Biden’s visit to Kyiv proves that the West is a direct party in the Ukrainian war,meter-false
57,Spanish National Strategy on WMD out of concern about corrupt Ukraine,meter-false
58,US encourages anti-Russian aspirations of former Warsaw Pact members,meter-false
59,"Poland, just like Ukraine, will fight Russia on behalf of the US",meter-false
60,"US is waging the Ukraine war, so Russia should negotiate with it",meter-false
61,Ukraine will build concentration camps for captured Russians,meter-false
62,The US blew up Nord Stream so that the EU would arm Ukraine,meter-false
63,Poland has trained Ukrainian war criminals for decades,meter-false
64,NATO aims to turn Ukraine into a powerful anti-Russia springboard,meter-false
65,Russian special operation was provoked by Ukraine and the West,meter-false
66,Ukraine was preparing to attack Belarus before the Russian special military operation,meter-false
67,The West wants to drag Belarus into the war,meter-false
68,Residents burned down the enlistment office in Kharkiv because of the forced mobilisation,meter-false
69,"Kyiv, the US and Europe prepare a media provocation to turn the world against Russia",meter-false
70,Sanctions are part of the hybrid war against Russia.,meter-false
71,Western hybrid war against Russia aims to turn it into a rogue state,meter-false
72,Containers with radioactive substances were delivered from Europe to Ukraine for a provocation to accuse Russia,meter-false
73,Ukraine is anti-Russian bridgehead,meter-false
74,Nazi Ukrainian regime wants to use childeren and elderly as cannon fodder,meter-false
75,Ukrainian troops used chemical weapons,meter-false
76,"Scholz: requests to send planes, submarines to Ukraine undermine NATO unity",meter-false
77,Poland shut border crossing with Belarus because of imperialism and territorial claims,meter-false
78,Ukraine’s use of chemical weapons makes the conflict increasingly complex,meter-false
79,Sending tanks to Ukraine faces strong criticism in the German government,meter-false
80,Ukraine lost so many soldiers that next step is to enroll children,meter-false
81,"The Baltic states, Poland, and the UK support racial discrimination against Russia’s athletes at Olympic games",meter-false
82,Russia is fighting the Nazi International,meter-false
83,US relationship with the EU is that between hegemon and vassals,meter-false
84,"France, Germany failed to encourage Ukraine's implementation of the Minsk agreements",meter-false
85,The West has supported anti-Russian élite in Ukraine to destroy Russia,meter-false
86,Ukraine wanted to use a missile attack to escalate and involve NATO in the conflict,meter-false
87,Nord Stream destruction was American terrorist attack,meter-false
88,US assistance to Ukraine is manifestation of German “Drang nach Osten” concept,meter-false
89,Ukraine uses weapons prohibited by international conventions,meter-false
90,Under Minsk Agreements Donetsk & Luhansk could return to Ukraine in exchange for refusing to join NATO,meter-false
91,Ukrainian troops used chemical weapons in Kypuche and Soledar,meter-false
92,Republicans in Congress supported the transfer of part of Ukraine to Russia,meter-false
93,"NATO supports Ukraine because of its titanium reserves, according to Newsweek magazine",meter-false
94,Tanks to be delivered to Ukraine under Washington’s pressure,meter-false
95,The US and NATO did everything possible to escalate the situation in Eastern Europe,meter-false
96,Anglo-Saxons are fighting with Russia until the last Ukrainian and Pole,meter-false
97,Polish PM proposed to Zelenskyy to transfer part of Western Ukraine to Poland,meter-false
98,The West and US not interested in supporting Ukraine but weakening Russia,meter-false
99,Anti-Ukrainian billboards appeared in Poland,meter-false
100,Kyiv is planning a false flag explosion in Kramatorsk to blame Russia,meter-false
101,EU member states military were sent to Ukraine long before 2022,meter-false
102,Kyiv massively recruits ethnic Hungarians to the army and exterminates the Hungarian language,meter-false
103,Washington could turn Moldova into another Ukraine,meter-false
104,Kyiv oppresses Russian culture at West’s command,meter-false
105,Most Germans opposed the transfer of tanks to Ukraine,meter-false
106,Russia wants talks while West holds Zelenskyy back,meter-false
107,The West is fighting Russia with the help of the Kyiv regime,meter-false
108,The war in Ukraine is a part of the US imperial World war,meter-false
109,Americans inject Ukrainian soldiers with drugs and viruses for biological research,meter-false
110,Before 23 February 2022 there were no Russian troop on Ukrainian territory,meter-false
111,Insistence on Leopard tanks for Ukraine aims to prevent an independent German policy,meter-false
112,"Ukrainians want peace with Russia, but the 'war party' controlled by NATO is against it",meter-false
113,Ukraine provoking conflicts in the Middle East could start Word War 3,meter-false
114,The UK plans to provoke mass protests in the EU and send troops to restore order,meter-false
115,"Ukraine violates the laws of war, stores weapons in nuclear plants",meter-false
116,Ukraine turns nuclear power plants into military facilities,meter-false
117,The US may send Polish military to fight with Russia,meter-false
118,Russia fights against Ukrainian neo-Nazis guilty of ethnic cleansing,meter-false
119,Western Leopard tanks firing radioactive ammo will destroy health of Ukrainians,meter-false
120,US behind 2014 Ukrainian Nazi coup d'état which led to a bloody civil war,meter-false
121,Russia does not attack civilian infrastructure in Ukraine,meter-false
122,Polish authorities are planning to attack Kaliningrad and Moscow,meter-false
123,EU countries will extradite Ukrainian men subject to mobilisation,meter-false
124,Ukrainian soldiers realise they die for US and NATO interests,meter-false
125,German tanks again moving to Russia because war is on Russian soil,meter-false
126,"Western tanks to Ukraine part of ""Drang nach Osten"" project",meter-false
127,Poland recognised it has a the plan to divide Ukraine,meter-false
128,Germany is the vassal of Washington,meter-false
129,The USA and NATO push the EU to war by supplying tanks to Ukraine,meter-false
130,US may give Western Ukraine to Poland if Warsaw pays Kyiv's debt to the US,meter-false
131,Brovary helicopter crash was to purge Zelensky loyalists,meter-false
132,Kyiv regime stores Western-supplied ammo in nuclear plants,meter-false
133,Ukraine violates international humanitarian law while Russia respects it,meter-false
134,Ukraine stores Western weapons in nuclear power plants,meter-false
135,Polish politicians confirm their plan to partition Ukraine,meter-false
136,The IAEA will work for its main sponsor: the United States,meter-false
137,Germany does not provide Leopard tanks to oppose American colonisation of Europe,meter-false
138,Ukrainians and Western Europeans are the direct descendants of Hitler,meter-false
139,Helicopter crash in Brovary served to clean up “Zelenskyy’s team”,meter-false
140,Western statements on more arms to Ukraine lead to escalation,meter-false
141,Russian army distinguished by a humane attitude towards Ukrainian civilians,meter-false
142,Self-inflicted Dnipro tragedy used by Kyiv to get more Western arms,meter-false
143,Helicopter crash in Brovary caused by Ukrainian air defence,meter-false
144,Dnipro tragedy was the fault of Kyiv,meter-false
145,Dnipro missile was intercepted by Ukrainian anti-aircraft fire,meter-false
146,The West has only inefficient scrap metal weapons for Ukraine,meter-false
147,"Washington and Brussels planning war against Russia, similar to Napoleon and Hitler",meter-false
148,NATO instigated a war in Ukraine to weaken Russia,meter-false
149,Kyiv persecutes Ukrainian Orthodox Church,meter-false
150,Polish Public Broadcaster uses a map of the country with part of Western Ukraine,meter-false
151,The West uses losses in Ukraine to channel human organ exports,meter-false
152,Russia is not at war with Ukraine,meter-false
153,Kyiv passed from rejecting nuclear weapons to preparing a dirty bomb,meter-false
154,US and NATO fighting proxy war against Russia in Ukraine,meter-false
155,Zelenskyy sends his soldiers to be slaughtered for Western money,meter-false
156,A French witness proved that the crimes in Bucha were organised by Ukraine,meter-false
157,Russia hits only military targets in Ukraine,meter-false
158,Dnipro block of flats hit by Ukraine missile,meter-false
159,Ukrainian militants use chemical weapons in Donbas,meter-false
160,The US supplies Ukraine with obsolete combat vehicles,meter-false
161,Ukraine has become a private military company of NATO,meter-false
162,Wagner PMC fighters are courageous selfless volunteers,meter-false
163,Ukraine is forced to fight on behalf of NATO,meter-false
164,"France, and other Western countries will face war crimes charges in Donetsk",meter-false
165,Kyiv forces are about to launch a chemical attack against Russian soldiers,meter-false
166,The West is using Ukrainians to fight against Russia,meter-false
167,Ukraine is ready to sacrifice itself for West's geopolitical victory over Russia,meter-false
168,The new Polish division on the border is a threat to Belarus and the Union State,meter-false
169,The Nazi Kyiv regime creates “Hitler-Jugend” and conscripts women en masse,meter-false
170,Events in Ukraine not a military confrontation between Moscow and Kyiv,meter-false
171,The West is using Ukraine as a proxy in the war against Russia,meter-false
172,Ukraine’s defeat is coming and is widely acknowledged in the West and Kyiv alike,meter-false
173,SBU digs corpses up to stage provocations and accuse Russia of imaginary war crimes,meter-false
174,Russia's superiority over NATO in Ukraine is evident,meter-false
175,"Polish authorities are preparing a ""liberation march"" to take over Ukraine",meter-false
176,Russia is not at war with Ukraine: It's a military confrontation between NATO against Moscow,meter-false
177,Russian troops respect unilateral Orthodox Christmas truce while Kyiv continues bombing,meter-false
178,Ukraine is setting up to accuse Russia of war crimes,meter-false
179,Poland is harbouring dreams of expanding into western Ukraine,meter-false
180,Europe doesn’t support peace negotiations in Ukraine because of US pressure,meter-false
181,The 2022 referendums to join Russia confirmed the wish of the population to live in peace,meter-false
182,Russia kills over 600 Ukrainian troops in retaliation strike,meter-false
183,Since 2014 the US has unleashed a real proxy war against Russia,meter-false
184,Washington started the conflict in Ukraine to spoil Russia and Germany relations,meter-false
185,The West provides Ukraine with scrap metal weapons,meter-false
186,An upcoming EU collapse will make Ukrainians realise their mistakes,meter-false
187,NATO’s proxy war against Russia is destroying Ukraine,meter-false
188,Russia’s special military operation builds a more harmonised multipolar World,meter-false
189,The special military operation aims to end the Nazi regime in Kyiv,meter-false
190,"Over 1,200 Polish mercenaries died in Ukraine, thousands are wounded",meter-false
191,The past year’s events put an end to Russia’s honest attempts to establish equal cooperation with the West,meter-false
192,Ukraine is a terrorist organisation,meter-false
193,The USA wants Ukraine to “fight to the last Ukrainian”,meter-false
194,"Western countries declared war on Russia back in 2014, after the coup d'état in Ukraine",meter-false
195,The US will push Lithuania for war against Russia after the collapse of Ukraine,meter-false
196,The strategic goal of the US and NATO is the destruction of Russia and elimination of Putin,meter-false
197,Russia is not responsible for the war in Ukraine,meter-false
198,The war in Ukraine is a global conflict to destroy Russia,meter-false
199,Ukrainian Azov militants are preparing to enter Belarusian territory,meter-false
200,Ukraine's hostility to Russia is an American project to weaken Europe,meter-false
201,Kyiv regime is an American puppet doomed to stay under the US control,meter-false
202,The US and its allies are stepping up military aid to Kyiv to prolong the conflict,meter-false
203,Gas price cap violates market principles and harms Europe more than Russia,meter-false
204,Ukraine started a war against people who considered themselves to be a part of Russia in 2014,meter-false
205,By 2025 only under eight million people will reside in Ukraine,meter-false
206,The US seeks to prolong the war in Ukraine to dissolve the EU,meter-false
207,The US has destroyed German economy,meter-false
208,Washington caused the war in Ukraine to benefit American military industrial complex,meter-false
209,Moldova dreams of a Russian invasion,meter-false
210,"Russians in Ukraine are in the majority, they are brainwashed",meter-false
211,The US pushed Ukrainian puppets to war with Russia,meter-false
212,"Russian troops are not in Ukraine, as these regions decided to become Russian territory",meter-false
213,Calls for Russia to withdraw from Ukraine are an attempt to distract from EU corruption,meter-false
214,EU sets up war tribunal to cover up its war crimes in Ukraine,meter-false
215,The EU calls any information it doesn’t like disinformation,meter-false
216,Zelenskyy uses civilians as human shield in Kyiv,meter-false
217,The goal of the West led by the US is to destroy Russia as a state and turn it into a puppet,meter-false
218,"Ukraine is losing the war, it's being ruined for the sake of American globalists",meter-false
219,"Poles have figured out that a long conflict is beneficial to NATO, US and Western gun manufacturers",meter-false
220,EU sanctions undermine global food security,meter-false
221,The EU adopted another package of illegitimate sanctions against Russia,meter-false
222,EU sanctions are against the freedom of choice of the Russian people,meter-false
223,The war in Ukraine is part of a Western anti-China plan,meter-false
224,Poland started preparations for the incorporation of Western Ukraine,meter-false
225,Polish recognition of Russia as a state sponsoring terrorism is anti-Russian hysteria,meter-false
226,The objective of the oil price cap is for Europe to prosper,meter-false
227,European aid to Ukraine a corruption scheme for Zelenskyy,meter-false
228,Life under Ukrainian control in Kherson has worsened,meter-false
229,Europe does not present any clear peace initiatives concerning Ukraine,meter-false
230,"Organ trading business launched in Ukraine, Red Cross involved",meter-false
231,"Poland keeps eyeing western Ukraine, also parts of Germany, Czechia and Slovakia",meter-false
232,The price cap on Russian oil will destroy the EU,meter-false
233,NATO is losing the war against Russia in Ukraine,meter-false
234,NATO escalated the situation in Kosovo to distract Russia from Ukraine,meter-false
235,Moldova is preparing for war,meter-false
236,Germany and France will have to pay compensation to Donbas for eight years of genocide,meter-false
237,The West encouraged genocide in Donbas and turned Ukraine into a colony,meter-false
238,Minsk agreements were attempt to gain time for Ukraine,meter-false
239,The US is pushing Europe into conflict with Russia,meter-false
240,West views Ukraine war as decisive battle against Russia,meter-false
241,Ukraine perpetrated terrorist acts on Russian airfields,meter-false
242,Russia protects the territorial integrity of Ukraine from Polish expansionism,meter-false
243,Western sanctions on Russian energy jeopardize the global economy,meter-false
244,Financial aid to Ukraine funds terrorist attacks against civilian infrastructure,meter-false
245,The conflict in Ukraine started in 2014 following a US decision to arm Ukraine,meter-false
246,The West is destroying Ukrainian statehood and Ukrainian military forces,meter-false
247,Polish special forces fighting in Ukraine,meter-false
248,"Lithuania, EU robbing Ukraine and Third World countries",meter-false
249,HRVP Josep Borrell wants to destroy Russia,meter-false
250,Ukraine and the UK are preparing a provocation against the UN ammonia initiative,meter-false
251,"""Kyiv Satanists""are enemies of Christ and the Orthodox faith",meter-false
252,Poland is preparing for the annexation of Western Ukraine,meter-false
253,US contractors help prepare chemical provocations in Ukraine,meter-false
254,Polish dreams of taking over western Ukraine becoming more realistic lately,meter-false
255,Over 1200 Poles have already been killed in Ukraine,meter-false
256,The Ukrainian authorities are enemies of Jesus Christ and Orthodox Christianity,meter-false
257,NATO expansion posed a threat to Russia,meter-false
258,Significant number of foreign mercenaries fighting on Ukraine's side,meter-false
259,Ukraine war crimes tribunal will be illegitimate,meter-false
260,Poland is speeding up preparations for the annexation of Western Ukraine,meter-false
261,The OSCE mission is biased and sided with Kyiv,meter-false
262,Ukrainian refugees provoked a record outbreak of HIV in Poland,meter-false
263,The French are getting discontent with providing funding for Ukraine,meter-false
264,"Grain harvested in Ukraine belongs to US companies, not Ukraine",meter-false
265,"Poland wants to occupy Ukraine, the Baltic states and Belarus",meter-false
266,NATO broke the promise not to expand leading to the current bloodshed in Ukraine,meter-false
267,Ukraine wants to retake Crimea after it voted to join Russia,meter-false
268,Ukraine attacked the DNR and LNR which declared independence after the February 2014 coup in Kyiv,meter-false
269,"Ukraine, Poland, and the Baltic states want to push NATO into war against Russia",meter-false
270,Ukraine has no chance of survival if it tries to fight Russia,meter-false
271,Ukraine is a testing ground for US bioweapons,meter-false
272,Kyiv's Points of Invincibility are a shield to cover rocket launchers,meter-false
273,Military conflict in Ukraine caused by the US and NATO,meter-false
274,Poland is a party to the conflict in Ukraine,meter-false
275,RAND report shows that US plans to weaken Germany to strengthen itself,meter-false
276,Ukraine is built on a pagan cult,meter-false
277,Firing squad execution of Russian prisoners of war points to Kyiv conflict escalation,meter-false
278,Western leaders' nuclear rhetoric is becoming increasingly ferocious,meter-false
279,European Parliament resolution is absurd and aims to intensify confrontation with Russia,meter-false
280,The West is losing patience with Ukraine's provocations and refusal to negotiate with Russia,meter-false
281,Ukraine wants to drag Poland and NATO into a nuclear conflict,meter-false
282,"Biden created a ""black hole"" for weapons in Ukraine",meter-false
283,Western media have an information policy that is supposed to create a hatred of Russians,meter-false
284,Borrell: it is time for Europeans to freeze to death for the sake of democratic ideals,meter-false
285,The US did not support the accusations against Russia about the missile incident in Poland,meter-false
286,Missiles that fell on Poland are Ukrainian but the West blames Russia anyway,meter-false
287,"Crime on the rise in Ukraine during power outages, police cannot help",meter-false
288,Borrell's proposal on the 2014 Ukrainian crisis proves coup in Ukraine was artificially created,meter-false
289,The crisis in Ukraine is the fault of the deep state in America,meter-false
290,MH17 court decision is absurd: Ukraine shot down the plane on purpose,meter-false
291,The Court in MH17 case is legally invalid,meter-false
292,"The Russian war prisoners in Ukraine were tortured with electricity, according to the UN",meter-false
293,Ukraine and Poland tried to provoke a direct clash between Russia and NATO,meter-false
294,MH17 court admitted the eastern Ukraine conflict is internal,meter-false
295,Poland wants to drag NATO into a direct confrontation with Russia,meter-false
296,Ukraine wants to deport residents of Kherson,meter-false
297,Withdrawal of Russian troops from Kherson is for them to rearm and regroup,meter-false
298,The Western reaction to the missile incident in Poland was Russophobic,meter-false
299,"The Baltic countries, Poland and Ukraine threaten an intervention in Belarus",meter-false
300,The conflict in Ukraine was provoked by Washington,meter-false
301,Poland is eyeing to annex western Ukraine and Belarus,meter-false
302,Poland could annex Western Ukraine,meter-false
303,"Russia will not negotiate with the Kyiv regime, represented by war criminals",meter-false
304,US claims that demilitarisation of Ukraine could be the path to peace,meter-false
305,The conflict in Ukraine is a Western proxy war against Russia,meter-false
306,EU countries seek to take control of part of the Ukrainian territories,meter-false
307,"Russia fights the collective West, not just Ukraine",meter-false
308,The West corrupted millions of Ukrainians with pseudo-values that created an anti-Russia,meter-false
309,Russian withdrew from Kherson because Ukraine wants to blow up the Kakhovka dam,meter-false
310,Sanctions that were supposed to destroy Russia may disintegrate the EU,meter-false
311,Russia suspended the Black Sea Grain initiative because of Ukraine's terrorist attacks,meter-false
312,"Kiev regime prepares ""dirty bomb"" provocation in Ukraine",meter-false
313,The West is sacrificing Ukraine for its own strategic goals,meter-false
314,Ukraine is the world's main hot bed of neo-Nazism,meter-false
315,Ukraine will inevitably end up being shared among its neighbours,meter-false
316,Mariupol is an ancient Russian city,meter-false
317,Anglo-Saxons want to crush and destroy the Russian ethnic group,meter-false
318,"Western curators are involved in the creation of a ""dirty bomb"" by Kyiv",meter-false
319,NATO countries provided Ukraine with infected blood,meter-false
320,"The West is helping Ukraine create a ""dirty bomb""",meter-false
321,Ukrainian grain exports do not affect global prices,meter-false
322,Russia suspended grain deal because all Ukrainian grain goes to Europe,meter-false
323,Russia should not be accused of withdrawing from the Black Sea grain deal,meter-false
324,Poland is preparing to seize Western Ukraine,meter-false
325,The threat of Ukraine’s dirty bomb is growing,meter-false
326,Ukraine used grain corridors for drone strike on Russian ships,meter-false
327,British navy involved in terrorist attacks against the Nord Stream pipelines,meter-false
328,The conflict in Ukraine is an internal one,meter-false
329,The US can contaminate the whole Ukraine with radiation from dirty bomb to harm Russia,meter-false
330,Ukrainian terrorists almost finished a dirty bomb,meter-false
331,US biolabs in Ukraine are aimed at reducing Russia's gene pool,meter-false
332,The war against Ukraine lasts longer than expected because Russia greatly cares about civilians,meter-false
333,The West helps Ukraine to make a dirty bomb,meter-false
334,West ramps up arms supplies to Ukraine to destroy Russia,meter-false
335,Ukraine is a Russian territory,meter-false
336,"Ukraine, led by the West, prepares a dirty bomb attack",meter-false
337,"Ukrainian authorities intend to create a ""dirty"" bomb",meter-false
338,The West recycles old unfounded accusations about its enemies using Viagra for mass rapes,meter-false
339,Ukraine is going to use a dirty bomb to accuse Russia of using tactical nuclear weapons,meter-false
340,"Ukraine plans a provocation using a ""dirty bomb"" to portray Russia as a nuclear terrorist",meter-false
341,"2 Ukrainian firms ordered to make dirty bomb, work near completion",meter-false
342,Kyiv will detonate a “dirty bomb” to accuse Russia,meter-false
343,Ukrainian forces shell Kakhovska hydroelectric power plant,meter-false
344,"Work on the creation of a ""dirty bomb"" is coming to an end in Ukraine",meter-false
345,Western accusations that Iran is delivering drones to Russia are false,meter-false
346,"Russia forced into a conflict in ""historical Russia""",meter-false
347,Western lobby demands Zelenskyy raise stakes of the crisis,meter-false
348,The EU mindlessly invests heavily in prolonging hostilities,meter-false
349,"Russia is at war with NATO, not Ukraine",meter-false
350,Ukraine wants to blow up the Kakhovka dam to block water supply to Crimea,meter-false
351,"Accusations of Russia ""shelling the civilian infrastructure of Ukraine"" are hypocrisy",meter-false
352,"The EU, not Russia, is behind the energy, food and economic crises",meter-false
353,A Tsunami on the Dnieper is one deadly option reviewed by the US in Ukraine,meter-false
354,The US will lead the world into extinction as elections change nothing,meter-false
355,Ukraine decided to strike Kakhovka dam,meter-false
356,The US wants to disintegrate the EU through the war in Ukraine,meter-false
357,Belarus and Russia prevent NATO countries taking over Western Ukraine,meter-false
358,Ukraine asked NATO for preemptive nuclear strikes against Russia,meter-false
359,Zelensky’s team is a bloody dictatorship waging the civil war in Ukraine,meter-false
360,Heroic videos of Zelenskyy in dangerous places are actually filmed in a studio,meter-false
361,"The West wanted to destroy the Russian economy, but instead destroyed the economies of the EU and US",meter-false
362,Putin's offensive a response to the terrorist campaign launched by Kyiv junta,meter-false
363,By attacking Nord Stream and the Crimean Bridge the West has crossed a dangerous line,meter-false
364,Ukraine is a terrorist state,meter-false
365,Zelensky regime is building a dirty bomb,meter-false
366,The West ensured the adoption of the anti-Russian UN resolution by diplomatic terror and arm-twisting,meter-false
367,Embassies evacuate from Kyiv after the missile attack,meter-false
368,Zelenskyy asked the West to nuke Russia to block any negotiation process,meter-false
369,Troops of Belarus and Russia threaten Nato’s plans to occupy Western Ukraine,meter-false
370,Kerch bridge: Ukraine is a proxy in the West's war against Russia,meter-false
371,There is no Ukraine: Russia liberates Russian cities,meter-false
372,Russia is fighting NATO troops in Ukraine,meter-false
373,Recent strikes were aimed legitimate targets under the laws of war,meter-false
374,Russia does not threaten anyone with nuclear weapons,meter-false
375,Anglo-Americans transferred Daesh terrorists used in Syria to Ukraine,meter-false
376,Zelenskyy is pushing the world towards a nuclear war,meter-false
377,Anglo-Saxons are responsible for blowing up Russia's Nord Stream pipelines,meter-false
378,Zelenskyy fled Kyiv but was forced to return by the West,meter-false
379,"Russia is not threatening to use nuclear weapons, but the West is preparing a nuclear attack against Russia",meter-false
380,NATO is using Ukraine to fight Russia,meter-false
381,"Ukraine's attack on Crimean Bridge was a terrorist act, Russia had every right to respond",meter-false
382,Anglo-Saxons behind explosions of Crimea bridge and Nord Stream pipelines,meter-false
383,West is behind Crimea bridge explosion,meter-false
384,Ukraine creates the risk of weapons of mass destruction being used,meter-false
385,More mentally ill people in Moldova now than in the Soviet period,meter-false
386,Crimea is formally part of Russia,meter-false
387,The West and its puppet Zelensky are igniting a nuclear war,meter-false
388,Europe is waging open warfare against Russia,meter-false
389,The referendums in Eastern Ukraine were completely transparent and legitimate,meter-false
390,Ukrainian authorities are a terrorist organisation,meter-false
391,The West can save Ukraine by stopping the weapon deliveries,meter-false
392,International observer certifies that people are voting freely in the Ukraine referenda,meter-false
393,IAEA experts confirmed that Zaporizhzhia plant is under Ukrainian attacks,meter-false
394,Western military aid to Ukraine only will cause more suffering,meter-false
395,France is accomplice of genocide on Ukrainian territory,meter-false
396,Four Ukrainian regions voted to join Russia by overwhelming majority,meter-false
397,"The West wants to weaken and ruin Russia, make everyone a colony",meter-false
398,American mercenaries are recruited en masse and sent to Ukraine,meter-false
399,Zelensky neo-Nazi regime uses terrorism to obstruct the referendums,meter-false
400,Pro-Russian referendums in Ukraine are valid with no violations,meter-false
401,"Russia fighting NATO in Ukraine, not Ukrainian army",meter-false
402,Kremlin’s referenda in Ukraine are only intermediate on the way to de-Nazification,meter-false
403,Ukrainian grain does ot reach the poorest countries,meter-false
404,"The ""referenda"" in eastern Ukraine done with the same legal norms as in France",meter-false
405,Visual evidence show that Russian “executions” in Izyum are fake,meter-false
406,Most people in Ukraine's Zaporizhzhya region identify as Russians,meter-false
407,The West is responsible for what happens after the Donbas referendums,meter-false
408,"The tribunal should be for Ukrainian Nazis, not for Russia",meter-false
409,"Inhabitants of Donbas, Zaporizhzhia and Kherson oblasts want freely join with Russia",meter-false
410,"Western arms are supplied directly to the black market, not Ukrainian army",meter-false
411,NATO provocation and support for Kyiv forced Russia to introduce a partial mobilisation,meter-false
412,Only 3% of Ukrainian grains end up in poor countries; the rest go to EU countries,meter-false
413,"The referendums in Ukraine is the beginning, Russia has to get Kyiv back",meter-false
414,"The OSCE hushed up the crimes of the Kyiv regime, encouraging it to new atrocities",meter-false
415,Referendums are a response to Zelenskyy's call for Russians to get out of Ukraine,meter-false
416,Partial mobilisation is meant to protect Russian sovereignty and people in liberated areas,meter-false
417,"Kherson residents want to join Russia, not Ukraine",meter-false
418,"Russia fights collective West, which pumps Ukraine with arms",meter-false
419,"Ukraine commits genocide in the Kharkiv region, accusses Russian army of war crimes",meter-false
420,The West aims at disintegrating Russia,meter-false
421,Ukrainian referendums are Moscow’s strong surprise move against Kyiv and the West,meter-false
422,War crimes accusations are Ukrainian propaganda against Russia,meter-false
423,The CIA supported the growth of Neo-Nazism in Ukraine,meter-false
424,Leaked documents prove the US was planning a war and energy crisis in Europe,meter-false
425,The US marks the targets for Ukrainian attacks on the Zaporizhzhia plant,meter-false
426,The West is deliberately prolonging the conflict in Ukraine to harm Russia,meter-false
427,Alleged “mass graves” found in Izium are a Bucha-like provocation of Ukraine,meter-false
428,The West is waging a fierce war against Russia,meter-false
429,Europe has become a US military and political colony,meter-false
430,NATO instructors are leading Ukrainian units,meter-false
431,"If the West wants to assist Russia and China, they should add more sanctions",meter-false
432,IAEA president is a product of the collective West,meter-false
